,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
74,6/5/2016,1.47,115857.12,4288.46,92055.75,53.98,19458.93,17385.6,398.33,1675.0,conventional,2016,Albany
75,6/12/2016,1.38,111394.5,7531.24,83771.34,81.25,20010.67,18368.49,282.18,1360.0,conventional,2016,Albany
76,6/19/2016,1.42,112817.51,6766.63,85374.27,30.07,20646.54,18526.59,389.95,1730.0,conventional,2016,Albany
77,6/26/2016,1.5,133086.66,7923.01,106656.84,37.42,18469.39,16479.75,419.64,1570.0,conventional,2016,Albany
78,7/3/2016,1.42,115907.61,8373.77,82122.04,146.83,25264.97,21872.64,492.33,2900.0,conventional,2016,Albany
79,7/10/2016,1.11,131630.13,20970.24,96581.82,46.49,14031.58,10876.0,470.58,2685.0,conventional,2016,Albany
80,7/17/2016,1.31,89228.02,9273.69,64260.69,80.07,15613.57,13439.76,688.81,1485.0,conventional,2016,Albany
81,7/24/2016,1.46,98321.14,11580.64,65195.63,13.73,21531.14,18639.29,241.85,2650.0,conventional,2016,Albany
82,7/31/2016,1.61,125586.57,9293.65,96915.41,25.46,19352.05,18803.23,78.82,470.0,conventional,2016,Albany
83,8/7/2016,1.48,99683.11,14670.87,69054.28,10.9,15947.06,14597.2,178.19,1171.67,conventional,2016,Albany
84,8/14/2016,1.2,110528.09,24000.62,72970.23,26.76,13530.48,12434.82,350.1,745.56,conventional,2016,Albany
85,8/21/2016,1.43,94882.79,14520.36,63416.88,28.03,16917.52,15811.0,286.52,820.0,conventional,2016,Albany
86,8/28/2016,1.18,145323.22,34912.97,94928.79,53.85,15427.61,14367.64,269.97,790.0,conventional,2016,Albany
87,9/4/2016,1.44,95456.26,14741.13,64966.75,88.11,15660.27,15340.19,220.08,100.0,conventional,2016,Albany
88,9/11/2016,1.37,81473.15,6258.88,63511.85,42.26,11660.16,10839.17,815.99,5.0,conventional,2016,Albany
89,9/18/2016,1.39,79513.63,6624.37,63384.56,37.48,9467.22,8958.14,509.08,0.0,conventional,2016,Albany
90,9/25/2016,1.62,96853.15,7658.55,79425.81,43.25,9725.54,9586.8,138.74,0.0,conventional,2016,Albany
91,10/2/2016,1.51,75480.26,4109.22,57515.76,84.08,13771.2,13345.52,425.68,0.0,conventional,2016,Albany
92,10/9/2016,1.13,101087.84,3641.46,87174.41,102.15,10169.82,9744.41,425.41,0.0,conventional,2016,Albany
93,10/16/2016,1.4,69060.9,4027.42,54186.55,53.77,10793.16,10434.39,358.77,0.0,conventional,2016,Albany
94,10/23/2016,1.19,92080.35,4222.93,77537.36,46.0,10274.06,10160.26,113.8,0.0,conventional,2016,Albany
95,10/30/2016,1.46,58375.1,3187.14,45898.52,54.31,9235.13,9153.12,82.01,0.0,conventional,2016,Albany
96,11/6/2016,1.63,57178.2,3212.04,43024.32,36.4,10905.44,10474.09,431.35,0.0,conventional,2016,Albany
97,11/13/2016,1.62,63608.01,3523.63,49837.68,34.0,10212.7,9790.67,422.03,0.0,conventional,2016,Albany
98,11/20/2016,1.56,70089.51,3675.63,56898.54,11.0,9504.34,9238.4,209.0,56.94,conventional,2016,Albany
99,11/27/2016,1.52,58171.89,2793.99,47106.18,18.14,8253.58,7973.98,279.6,0.0,conventional,2016,Albany
100,12/4/2016,1.48,113031.96,6530.78,99746.05,50.84,6704.29,6476.12,228.17,0.0,conventional,2016,Albany
101,12/11/2016,1.49,71777.85,2323.39,56545.79,86.65,12822.02,12176.75,645.27,0.0,conventional,2016,Albany
102,12/18/2016,1.53,68938.53,3345.36,55949.79,138.72,9504.66,8876.65,587.73,40.28,conventional,2016,Albany
103,12/25/2016,1.52,73341.73,3202.39,58280.33,426.92,11432.09,11017.32,411.83,2.94,conventional,2016,Albany
305,1/4/2016,1.05,449263.47,350316.16,32958.06,396.68,65592.57,43674.84,21907.0,11.0,conventional,2016,Atlanta
306,1/10/2016,0.93,558348.8,377244.81,67316.04,464.46,113323.49,54693.05,58630.44,0.0,conventional,2016,Atlanta
307,1/17/2016,1.04,445089.93,308722.88,45915.91,654.09,89797.05,56526.21,33270.84,0.0,conventional,2016,Atlanta
308,1/24/2016,0.92,528776.51,318372.94,86816.97,401.33,123185.27,64716.98,58468.29,0.0,conventional,2016,Atlanta
309,1/31/2016,1.04,437490.64,290451.27,58974.21,412.16,87653.0,54822.3,32831.0,0.0,conventional,2016,Atlanta
310,2/7/2016,0.76,722211.0,415641.47,134517.41,418.98,171633.14,77183.81,94449.33,0.0,conventional,2016,Atlanta
311,2/14/2016,0.97,481484.29,313342.08,57925.31,1008.13,109208.77,74366.38,34842.39,0.0,conventional,2016,Atlanta
312,2/21/2016,1.04,417205.77,270173.33,61591.16,1996.32,83444.96,55736.39,27708.57,0.0,conventional,2016,Atlanta
313,2/28/2016,0.9,555470.58,325884.06,106311.73,1136.7,122138.09,60231.13,61907.0,0.0,conventional,2016,Atlanta
314,3/6/2016,1.03,458837.18,299983.46,61770.01,1499.4,95584.31,62105.43,33478.88,0.0,conventional,2016,Atlanta
315,3/13/2016,0.9,588656.86,336350.73,110105.53,1906.9,140293.7,73593.38,66700.32,0.0,conventional,2016,Atlanta
316,3/20/2016,0.98,496190.99,323216.82,61127.51,1727.11,110119.55,75568.52,34551.03,0.0,conventional,2016,Atlanta
317,3/27/2016,0.98,458635.34,286918.4,59289.93,1320.02,111106.99,78824.96,32268.0,14.0,conventional,2016,Atlanta
318,4/3/2016,1.03,423485.95,253540.83,69327.44,1349.18,99268.5,62657.11,36611.39,0.0,conventional,2016,Atlanta
319,4/10/2016,0.83,590001.82,258662.26,141605.69,432.5,189301.37,69497.05,119037.82,766.5,conventional,2016,Atlanta
320,4/17/2016,0.89,512348.02,190569.75,124409.16,106.39,197262.72,66461.65,130217.81,583.26,conventional,2016,Atlanta
321,4/24/2016,0.79,654018.81,233878.1,189043.44,67.42,231029.85,71926.92,158919.6,183.33,conventional,2016,Atlanta
322,5/1/2016,0.77,735635.49,241665.17,211776.98,54.42,282138.92,64801.33,217337.59,0.0,conventional,2016,Atlanta
323,5/8/2016,0.81,643699.77,199995.47,159036.97,253.52,284413.81,77087.9,206444.51,881.4,conventional,2016,Atlanta
324,5/15/2016,0.68,755306.53,292232.77,166131.16,80.12,296862.48,126898.8,169317.09,646.59,conventional,2016,Atlanta
325,5/22/2016,0.79,585351.77,206761.15,110884.32,174.9,267531.4,91575.69,171020.72,4934.99,conventional,2016,Atlanta
326,5/29/2016,0.78,691344.07,267460.99,154238.9,246.79,269397.39,77155.12,186791.99,5450.28,conventional,2016,Atlanta
327,6/5/2016,0.75,691201.38,341027.59,123405.98,561.72,226206.09,112958.38,105974.65,7273.06,conventional,2016,Atlanta
328,6/12/2016,0.78,608386.28,313216.34,61563.67,1174.78,232431.49,169986.13,55753.42,6691.94,conventional,2016,Atlanta
329,6/19/2016,0.78,692767.07,361697.69,96388.12,264.12,234417.14,148946.46,84045.68,1425.0,conventional,2016,Atlanta
330,6/26/2016,0.85,606856.8,272203.41,82764.12,173.96,251715.31,199572.08,52123.23,20.0,conventional,2016,Atlanta
331,7/3/2016,0.77,789398.22,310551.19,150339.87,165.28,328341.88,216115.15,110544.79,1681.94,conventional,2016,Atlanta
332,7/10/2016,0.92,560865.26,240109.35,95457.09,256.2,225042.62,146617.68,78213.83,211.11,conventional,2016,Atlanta
333,7/17/2016,1.01,474063.61,202638.65,82942.03,164.21,188318.72,108732.19,78958.75,627.78,conventional,2016,Atlanta
334,7/24/2016,1.0,495686.56,215522.82,92726.36,110.76,187326.62,120773.07,66553.55,0.0,conventional,2016,Atlanta
335,7/31/2016,0.98,537633.39,232640.52,76301.71,64.96,228626.2,161931.73,66694.47,0.0,conventional,2016,Atlanta
336,8/7/2016,1.04,508354.34,252171.77,63197.28,58.44,192926.85,131851.39,61075.46,0.0,conventional,2016,Atlanta
337,8/14/2016,0.87,666493.32,362923.69,60912.98,86.59,242570.06,182840.11,59729.95,0.0,conventional,2016,Atlanta
338,8/21/2016,0.94,549139.07,293240.47,48349.86,82.91,207465.83,160464.82,47001.01,0.0,conventional,2016,Atlanta
339,8/28/2016,0.95,539642.66,294240.79,42109.47,123.63,203168.77,132127.4,70394.15,647.22,conventional,2016,Atlanta
340,9/4/2016,0.89,614657.03,356593.2,55475.65,130.69,202457.49,126235.35,75979.08,243.06,conventional,2016,Atlanta
341,9/11/2016,0.9,597759.18,286405.76,54347.66,206.41,256799.35,194086.09,62713.26,0.0,conventional,2016,Atlanta
342,9/18/2016,1.01,527700.95,233800.98,70931.17,132.15,222836.65,139748.72,82907.37,180.56,conventional,2016,Atlanta
343,9/25/2016,1.26,435756.8,174532.18,77098.81,131.95,183993.86,109841.32,73830.32,322.22,conventional,2016,Atlanta
344,10/2/2016,1.26,440044.4,182418.33,69411.24,140.88,188073.95,104367.67,83706.28,0.0,conventional,2016,Atlanta
345,10/9/2016,1.23,452109.18,187260.61,69425.23,156.52,195266.82,95659.91,99113.85,493.06,conventional,2016,Atlanta
346,10/16/2016,1.16,459564.78,188793.29,82089.21,103.96,188578.32,87593.44,100984.88,0.0,conventional,2016,Atlanta
347,10/23/2016,1.23,422281.05,171215.14,67824.33,166.14,183075.44,110435.47,72639.97,0.0,conventional,2016,Atlanta
348,10/30/2016,1.26,408314.87,162367.8,69366.17,160.28,176420.62,94305.34,82115.28,0.0,conventional,2016,Atlanta
349,11/6/2016,1.29,393826.35,167083.47,65207.61,168.26,161367.01,82410.76,78956.25,0.0,conventional,2016,Atlanta
350,11/13/2016,1.25,408260.87,185966.29,63348.63,180.57,158765.38,92308.66,66233.39,223.33,conventional,2016,Atlanta
351,11/20/2016,1.14,448936.04,189206.59,58005.57,167.63,201556.25,128442.19,72236.28,877.78,conventional,2016,Atlanta
352,11/27/2016,1.22,372144.31,161631.62,55595.26,167.47,154749.96,89194.82,65518.75,36.39,conventional,2016,Atlanta
353,12/4/2016,1.03,475815.02,210602.15,93414.72,207.15,171591.0,67806.59,103784.41,0.0,conventional,2016,Atlanta
354,12/11/2016,1.06,422026.71,186343.72,56200.04,171.64,179311.31,112574.78,66736.53,0.0,conventional,2016,Atlanta
355,12/18/2016,0.94,463483.07,191753.03,80565.05,283.15,190881.84,114872.09,76009.75,0.0,conventional,2016,Atlanta
356,12/25/2016,0.91,502787.29,205855.78,86015.43,184.62,210731.46,118884.36,91847.1,0.0,conventional,2016,Atlanta
558,1/4/2016,0.77,106106.95,43868.7,10276.84,5431.66,46529.75,46476.08,17.0,36.67,conventional,2016,Boise
559,1/10/2016,0.93,89880.9,31802.36,8347.01,9065.03,40666.5,40584.43,16.94,65.13,conventional,2016,Boise
560,1/17/2016,0.92,92385.23,34302.93,7884.23,8901.1,41296.97,40337.59,951.0,8.0,conventional,2016,Boise
561,1/24/2016,0.9,58434.39,18003.36,4208.29,4714.06,31508.68,29874.81,1615.0,19.0,conventional,2016,Boise
562,1/31/2016,0.94,83755.38,36196.35,4791.21,8440.95,34326.87,33947.26,46.78,332.83,conventional,2016,Boise
563,2/7/2016,0.82,123715.17,42825.57,14822.29,17989.29,48078.02,47555.74,452.82,69.46,conventional,2016,Boise
564,2/14/2016,0.94,78070.34,38043.2,5302.57,6617.29,28107.28,28012.67,85.0,9.0,conventional,2016,Boise
565,2/21/2016,0.74,93951.14,37807.51,9084.55,4890.81,42168.27,42111.91,50.0,6.0,conventional,2016,Boise
566,2/28/2016,0.89,89981.54,38143.38,5361.13,8767.1,37709.93,37217.14,472.26,20.53,conventional,2016,Boise
567,3/6/2016,0.86,97421.21,41714.26,5373.09,7307.07,43026.79,42481.59,527.8,17.4,conventional,2016,Boise
568,3/13/2016,0.83,100144.93,45571.1,4920.83,6448.33,43204.67,42383.79,784.0,36.0,conventional,2016,Boise
569,3/20/2016,0.94,83080.73,41756.47,2697.57,9201.19,29425.5,29351.66,63.0,11.0,conventional,2016,Boise
570,3/27/2016,0.81,101267.73,40228.96,6891.08,9114.47,45033.22,44763.68,242.28,27.26,conventional,2016,Boise
571,4/3/2016,0.82,97650.29,45952.69,5362.4,6316.0,40019.2,39916.37,94.75,8.08,conventional,2016,Boise
572,4/10/2016,0.82,86897.72,44344.9,3303.93,5340.61,33908.28,33662.76,156.0,89.0,conventional,2016,Boise
573,4/17/2016,0.67,109590.28,41244.44,9075.77,4729.87,54540.2,53939.82,15.0,586.0,conventional,2016,Boise
574,4/24/2016,0.65,79562.45,36437.8,2849.95,590.88,39683.82,39671.39,5.85,6.58,conventional,2016,Boise
575,5/1/2016,0.63,82585.83,32240.97,3928.02,0.0,46416.84,46257.9,140.79,18.15,conventional,2016,Boise
576,5/8/2016,0.61,106409.67,43200.28,5397.41,7.29,57804.69,57439.5,330.49,34.7,conventional,2016,Boise
577,5/15/2016,0.58,95143.57,34103.08,6201.35,15.58,54823.56,52268.89,2490.17,64.5,conventional,2016,Boise
578,5/22/2016,0.65,75996.51,32112.63,3221.12,2.65,40660.11,40606.62,35.29,18.2,conventional,2016,Boise
579,5/29/2016,0.63,82549.14,29694.73,4570.07,6.61,48277.73,47343.36,926.1,8.27,conventional,2016,Boise
580,6/5/2016,0.63,95948.06,31280.0,5422.61,11.56,59233.89,59206.93,8.8,18.16,conventional,2016,Boise
581,6/12/2016,0.67,68721.61,34791.42,2578.94,2.63,31348.62,31094.59,245.8,8.23,conventional,2016,Boise
582,6/19/2016,0.7,129020.17,36119.41,6692.38,2.0,86206.38,86107.76,83.05,15.57,conventional,2016,Boise
583,6/26/2016,0.69,127961.84,34024.13,5853.32,9.3,88075.09,88025.14,34.45,15.5,conventional,2016,Boise
584,7/3/2016,0.77,136377.55,36208.26,6421.9,12.16,93735.23,93645.45,20.52,69.26,conventional,2016,Boise
585,7/10/2016,0.75,132511.44,39211.45,4977.23,3.06,88319.7,87357.84,20.39,941.47,conventional,2016,Boise
586,7/17/2016,0.7,69052.66,27671.07,1614.16,6.29,39761.14,37729.96,799.61,1231.57,conventional,2016,Boise
587,7/24/2016,0.74,65580.47,26990.4,1685.17,3.26,36901.64,36364.82,16.82,520.0,conventional,2016,Boise
588,7/31/2016,0.78,69620.36,30747.49,1920.5,2.53,36949.84,36949.84,0.0,0.0,conventional,2016,Boise
589,8/7/2016,0.76,70711.46,32775.33,2002.12,2.53,35931.48,35664.27,246.66,20.55,conventional,2016,Boise
590,8/14/2016,0.93,88787.27,43525.98,1959.35,6569.03,36732.91,36020.5,671.26,41.15,conventional,2016,Boise
591,8/21/2016,0.9,84013.04,40944.28,2078.24,4694.68,36295.84,34718.06,1577.78,0.0,conventional,2016,Boise
592,8/28/2016,0.99,78599.85,36837.75,1982.25,5918.5,33861.35,32151.54,1693.93,15.88,conventional,2016,Boise
593,9/4/2016,1.01,79683.06,37233.67,2055.59,7067.38,33326.42,31599.81,1718.65,7.96,conventional,2016,Boise
594,9/11/2016,0.89,89822.98,41793.11,1783.77,6411.87,39834.23,38898.96,927.29,7.98,conventional,2016,Boise
595,9/18/2016,0.97,82377.77,39719.19,2199.34,6951.12,33508.12,28303.11,5198.62,6.39,conventional,2016,Boise
596,9/25/2016,0.91,87557.13,39342.09,2342.03,5737.02,40135.99,34566.37,5564.81,4.81,conventional,2016,Boise
597,10/2/2016,0.9,106259.51,27542.88,8194.14,7082.7,63439.79,55975.11,7430.88,33.8,conventional,2016,Boise
598,10/9/2016,1.03,84234.53,38087.17,2089.42,6562.37,37495.57,28895.19,8576.21,24.17,conventional,2016,Boise
599,10/16/2016,1.09,77804.54,35485.6,2006.71,6689.31,33622.92,32413.74,1197.89,11.29,conventional,2016,Boise
600,10/23/2016,1.17,70652.14,27935.7,3769.48,6919.11,32027.85,30914.91,1098.42,14.52,conventional,2016,Boise
601,10/30/2016,1.34,59788.57,25832.98,3018.08,7311.55,23625.96,22909.91,622.44,93.61,conventional,2016,Boise
602,11/6/2016,1.37,59587.14,24935.25,2893.68,7688.17,24070.04,23558.62,408.16,103.26,conventional,2016,Boise
603,11/13/2016,1.28,67212.14,32035.36,3042.08,6078.72,26055.98,25875.27,140.41,40.3,conventional,2016,Boise
604,11/20/2016,1.27,62526.51,28834.32,2463.45,7123.14,24105.6,24091.47,2.86,11.27,conventional,2016,Boise
605,11/27/2016,1.22,51941.45,23774.54,2187.17,5526.29,20453.45,20442.18,0.0,11.27,conventional,2016,Boise
606,12/4/2016,1.01,72471.63,34194.72,2996.3,3771.85,31508.76,31278.13,217.75,12.88,conventional,2016,Boise
607,12/11/2016,0.8,98346.8,30311.25,10382.62,4088.1,53564.83,53190.59,319.56,54.68,conventional,2016,Boise
608,12/18/2016,1.02,64421.58,28725.38,2337.22,5562.76,27796.22,27464.12,327.28,4.82,conventional,2016,Boise
609,12/25/2016,1.03,71168.92,27464.22,2892.64,6681.19,34130.87,33449.4,662.22,19.25,conventional,2016,Boise
811,1/4/2016,1.01,610622.03,5112.51,492477.86,21182.52,91849.14,91579.91,269.23,0.0,conventional,2016,Boston
812,1/10/2016,1.15,536674.53,4120.09,391873.45,13321.08,127359.91,127177.65,182.26,0.0,conventional,2016,Boston
813,1/17/2016,1.02,665217.66,4392.86,486767.87,32505.74,141551.19,141307.39,243.8,0.0,conventional,2016,Boston
814,1/24/2016,1.05,670376.77,3107.96,482030.79,26052.91,159185.11,158806.43,378.68,0.0,conventional,2016,Boston
815,1/31/2016,1.03,651616.91,6037.25,501280.47,25252.35,119046.84,118219.26,827.58,0.0,conventional,2016,Boston
816,2/7/2016,1.05,678810.37,5986.94,511548.6,25200.19,136074.64,134178.5,1896.14,0.0,conventional,2016,Boston
817,2/14/2016,0.98,751656.56,7591.61,560259.15,58165.42,125640.38,123660.33,1980.05,0.0,conventional,2016,Boston
818,2/21/2016,1.14,553709.44,5600.54,388956.7,36873.84,122278.36,120040.08,2238.28,0.0,conventional,2016,Boston
819,2/28/2016,1.08,652943.0,6632.53,506048.61,36934.25,103327.61,102683.47,644.14,0.0,conventional,2016,Boston
820,3/6/2016,1.1,600639.74,6153.04,434300.22,36352.99,123833.49,123551.47,282.02,0.0,conventional,2016,Boston
821,3/13/2016,1.05,651211.44,5420.01,487268.37,46932.61,111590.45,111440.08,150.37,0.0,conventional,2016,Boston
822,3/20/2016,1.1,645235.38,5364.32,490720.39,34714.64,114436.03,114286.03,150.0,0.0,conventional,2016,Boston
823,3/27/2016,1.08,639420.34,4253.9,463187.03,51477.79,120501.62,120388.84,112.78,0.0,conventional,2016,Boston
824,4/3/2016,1.11,559718.46,4683.35,406529.44,42112.53,106393.14,106262.03,131.11,0.0,conventional,2016,Boston
825,4/10/2016,0.99,652546.84,4326.56,456029.59,74452.3,117738.39,117521.44,87.78,129.17,conventional,2016,Boston
826,4/17/2016,1.08,617179.71,3871.79,438210.92,43926.9,131170.1,131035.57,109.53,25.0,conventional,2016,Boston
827,4/24/2016,1.07,626895.08,4157.76,446540.8,51958.73,124237.79,123011.98,152.2,1073.61,conventional,2016,Boston
828,5/1/2016,1.05,716003.18,4764.79,520369.75,54779.3,136089.34,136034.89,54.45,0.0,conventional,2016,Boston
829,5/8/2016,0.85,924194.42,6383.12,698437.7,80414.29,138959.31,138862.64,96.67,0.0,conventional,2016,Boston
830,5/15/2016,1.06,709563.16,5790.13,517840.35,63055.48,122877.2,122533.87,198.89,144.44,conventional,2016,Boston
831,5/22/2016,1.05,665086.17,4319.45,430580.52,81859.54,148326.66,146904.74,136.92,1285.0,conventional,2016,Boston
832,5/29/2016,1.08,673496.13,7708.04,461424.99,72848.75,131514.35,129466.02,142.22,1906.11,conventional,2016,Boston
833,6/5/2016,1.26,634989.55,8833.67,417995.15,51385.74,156774.99,155072.41,120.91,1581.67,conventional,2016,Boston
834,6/12/2016,1.29,632855.52,12891.22,421978.89,43090.81,154894.6,152477.5,87.1,2330.0,conventional,2016,Boston
835,6/19/2016,1.32,649660.14,10851.29,456521.61,38655.07,143632.17,141650.87,141.3,1840.0,conventional,2016,Boston
836,6/26/2016,1.33,626972.88,10379.75,433431.64,28898.79,154262.7,151759.78,142.92,2360.0,conventional,2016,Boston
837,7/3/2016,1.38,585484.69,11397.63,408601.95,17326.08,148159.03,143276.3,137.73,4745.0,conventional,2016,Boston
838,7/10/2016,1.32,549815.44,17289.06,359933.8,14982.9,157609.68,153175.43,49.25,4385.0,conventional,2016,Boston
839,7/17/2016,1.56,488508.05,11289.68,320250.99,10381.25,146586.13,142601.99,9.14,3975.0,conventional,2016,Boston
840,7/24/2016,1.52,509094.85,13099.78,343835.83,10965.64,141193.6,137804.71,11.11,3377.78,conventional,2016,Boston
841,7/31/2016,1.61,508949.6,12550.4,338691.73,8772.17,148935.3,147430.08,5.5,1499.72,conventional,2016,Boston
842,8/7/2016,1.48,525387.25,15830.01,335033.53,8735.44,165788.27,165457.19,176.08,155.0,conventional,2016,Boston
843,8/14/2016,1.29,602605.29,20310.78,353845.28,8194.83,220254.4,215552.06,3642.34,1060.0,conventional,2016,Boston
844,8/21/2016,1.31,586072.78,15419.55,353351.42,7923.98,209377.83,201033.61,7400.05,944.17,conventional,2016,Boston
845,8/28/2016,1.37,582023.28,37757.36,388173.87,7653.7,148438.35,146015.83,1187.52,1235.0,conventional,2016,Boston
846,9/4/2016,1.41,541671.24,23481.94,381830.77,10225.22,126133.31,125074.64,665.06,393.61,conventional,2016,Boston
847,9/11/2016,1.27,672672.86,85204.27,470860.24,9617.73,106990.62,106090.54,900.08,0.0,conventional,2016,Boston
848,9/18/2016,1.45,489600.6,39970.65,346155.69,7080.02,96394.24,96061.7,332.54,0.0,conventional,2016,Boston
849,9/25/2016,1.53,483057.37,40864.15,338301.37,6515.89,97375.96,97375.96,0.0,0.0,conventional,2016,Boston
850,10/2/2016,1.59,459163.77,20871.74,340342.71,5003.77,92945.55,92945.55,0.0,0.0,conventional,2016,Boston
851,10/9/2016,1.49,468135.46,7435.21,366648.78,3837.72,90213.75,90213.75,0.0,0.0,conventional,2016,Boston
852,10/16/2016,1.6,453605.17,6472.04,345051.11,4742.43,97339.59,97339.59,0.0,0.0,conventional,2016,Boston
853,10/23/2016,1.58,439551.69,10444.8,335243.75,6144.55,87718.59,86922.76,0.0,795.83,conventional,2016,Boston
854,10/30/2016,1.67,376500.91,5542.76,304461.49,3787.66,62709.0,62705.31,3.69,0.0,conventional,2016,Boston
855,11/6/2016,1.62,366175.49,4016.72,284809.54,3370.17,73979.06,73804.06,0.0,175.0,conventional,2016,Boston
856,11/13/2016,1.56,397601.1,5233.97,314434.8,3726.92,74205.41,74205.41,0.0,0.0,conventional,2016,Boston
857,11/20/2016,1.39,475677.35,7917.9,356867.57,4915.71,105976.17,105940.61,35.56,0.0,conventional,2016,Boston
858,11/27/2016,1.45,391257.01,4243.2,317090.39,3069.37,66854.05,66399.33,31.11,423.61,conventional,2016,Boston
859,12/4/2016,1.26,473428.36,4371.95,393748.18,3449.16,71859.07,71377.77,307.69,173.61,conventional,2016,Boston
860,12/11/2016,1.22,510800.58,3711.2,409645.98,5052.84,92390.56,90449.44,1634.18,306.94,conventional,2016,Boston
861,12/18/2016,1.09,579577.33,6123.84,488107.01,7765.43,77581.05,76135.49,1445.56,0.0,conventional,2016,Boston
862,12/25/2016,1.28,447600.75,4349.63,346516.32,4183.69,92551.11,91481.59,1069.52,0.0,conventional,2016,Boston
1064,1/4/2016,0.73,7730431.28,2315175.35,2856102.41,257268.16,2301885.36,1950428.5,340852.13,10604.73,conventional,2016,California
1065,1/10/2016,0.87,6303406.82,1736168.01,2173554.18,261931.07,2131753.56,1793640.16,321614.0,16499.0,conventional,2016,California
1066,1/17/2016,0.9,6000013.23,1653347.69,2336705.19,250106.17,1759854.18,1579233.6,162290.0,18331.0,conventional,2016,California
1067,1/24/2016,0.88,6246380.73,1230068.19,2457751.77,272665.17,2285895.6,2122673.09,147882.0,15341.0,conventional,2016,California
1068,1/31/2016,0.88,6506673.96,2126066.85,2069192.92,287234.03,2024180.16,1874982.24,134693.0,14505.0,conventional,2016,California
1069,2/7/2016,0.7,10361698.17,2930343.28,3950852.38,424389.6,3056112.91,2693843.02,344775.0,17495.0,conventional,2016,California
1070,2/14/2016,0.82,6807283.15,1998149.71,1974912.11,278558.48,2555662.85,2207054.69,333030.0,15578.0,conventional,2016,California
1071,2/21/2016,0.89,6374019.03,1776499.0,2073957.12,267508.94,2256053.97,2073467.05,167309.0,15278.0,conventional,2016,California
1072,2/28/2016,0.89,6588277.7,1873878.11,2020327.87,302210.56,2391861.16,2091747.51,282242.79,17870.86,conventional,2016,California
1073,3/6/2016,0.92,6429870.23,1893787.2,1975668.02,325582.2,2234832.81,1981931.04,230049.0,22853.0,conventional,2016,California
1074,3/13/2016,0.96,6017563.88,1750943.52,1855262.7,317337.27,2094020.39,1888085.99,186808.0,19127.0,conventional,2016,California
1075,3/20/2016,0.91,6476206.54,1893617.8,2191468.26,299002.93,2092117.55,1883192.26,189928.0,18997.0,conventional,2016,California
1076,3/27/2016,0.93,6603707.93,1935666.12,2149391.86,311356.91,2207293.04,1926353.76,259875.0,21064.0,conventional,2016,California
