,Date,AveragePrice,Total Volume,4046,4225,4770,Total Bags,Small Bags,Large Bags,XLarge Bags,type,year,region
26,7/5/2015,1.35,109252.12,869.45,72600.55,5883.16,29898.96,29663.19,235.77,0.0,conventional,2015,Albany
27,7/12/2015,1.05,124055.31,672.25,94693.52,4257.64,24431.9,24290.08,108.49,33.33,conventional,2015,Albany
28,7/19/2015,1.26,96617.0,1042.1,82049.4,2238.02,11287.48,11103.49,183.99,0.0,conventional,2015,Albany
29,7/26/2015,1.11,106757.1,648.75,91949.05,966.61,13192.69,13061.53,131.16,0.0,conventional,2015,Albany
30,8/2/2015,1.45,75133.1,509.94,62035.06,741.08,11847.02,11768.52,78.5,0.0,conventional,2015,Albany
31,8/9/2015,1.12,111140.93,584.63,100961.46,368.95,9225.89,9116.34,109.55,0.0,conventional,2015,Albany
32,8/16/2015,1.33,80043.78,539.65,68666.01,394.9,10443.22,10297.68,145.54,0.0,conventional,2015,Albany
33,8/23/2015,1.34,79992.09,733.16,67933.79,444.78,10880.36,10745.79,134.57,0.0,conventional,2015,Albany
34,8/30/2015,1.07,105693.84,689.01,94362.67,335.43,10306.73,10218.93,87.8,0.0,conventional,2015,Albany
35,9/6/2015,1.11,99172.96,879.45,90062.62,240.79,7990.1,7762.87,227.23,0.0,conventional,2015,Albany
36,9/13/2015,1.28,76111.27,985.73,65696.86,142.0,9286.68,8665.19,621.49,0.0,conventional,2015,Albany
37,9/20/2015,1.33,69759.01,1028.03,59313.12,150.5,9267.36,8489.1,778.26,0.0,conventional,2015,Albany
38,9/27/2015,0.99,106803.39,1204.88,99409.21,154.84,6034.46,5888.87,145.59,0.0,conventional,2015,Albany
39,10/4/2015,1.31,61007.1,2268.32,49880.67,101.36,8756.75,8379.98,376.77,0.0,conventional,2015,Albany
40,10/11/2015,1.28,64489.17,1582.03,52677.92,105.32,10123.9,9866.27,257.63,0.0,conventional,2015,Albany
41,10/18/2015,1.12,84843.44,924.86,75595.85,117.07,8205.66,7877.86,327.8,0.0,conventional,2015,Albany
42,10/25/2015,1.07,74338.76,842.4,64757.44,113.0,8625.92,8061.47,564.45,0.0,conventional,2015,Albany
43,11/1/2015,1.02,99811.42,1022.15,87315.57,85.34,11388.36,11104.53,283.83,0.0,conventional,2015,Albany
44,11/8/2015,0.98,109428.33,703.75,101815.36,80.0,6829.22,6266.85,562.37,0.0,conventional,2015,Albany
45,11/15/2015,0.99,83453.76,1368.92,73672.72,93.26,8318.86,8196.81,122.05,0.0,conventional,2015,Albany
46,11/22/2015,1.26,55979.78,1184.27,48067.99,43.61,6683.91,6556.47,127.44,0.0,conventional,2015,Albany
47,11/29/2015,1.28,51039.6,941.48,43838.39,75.78,6183.95,5986.26,197.69,0.0,conventional,2015,Albany
48,12/6/2015,1.08,78992.15,1132.0,71976.41,72.58,5811.16,5677.4,133.76,0.0,conventional,2015,Albany
49,12/13/2015,0.93,118220.22,794.7,109149.67,130.5,8145.35,8042.21,103.14,0.0,conventional,2015,Albany
50,12/20/2015,1.35,54876.98,674.28,44638.81,58.33,9505.56,9408.07,97.49,0.0,conventional,2015,Albany
51,12/27/2015,1.33,64236.62,1036.74,54454.85,48.16,8696.87,8603.62,93.25,0.0,conventional,2015,Albany
52,1/4/2016,1.03,149038.15,939.71,139735.9,132.35,8230.19,8056.43,173.76,0.0,conventional,2016,Albany
53,1/10/2016,1.28,79121.77,848.19,66696.97,109.08,11467.53,11293.65,173.88,0.0,conventional,2016,Albany
54,1/17/2016,1.26,119972.41,1202.52,100613.46,51.22,18105.21,17980.53,124.68,0.0,conventional,2016,Albany
55,1/24/2016,1.22,96089.13,545.37,70802.56,68.41,24672.79,23926.35,746.44,0.0,conventional,2016,Albany
56,1/31/2016,1.16,102038.32,1386.24,79881.67,69.46,20700.95,19788.78,912.17,0.0,conventional,2016,Albany
57,2/7/2016,1.07,169614.01,2031.67,157271.87,109.88,10200.59,9349.67,850.92,0.0,conventional,2016,Albany
58,2/14/2016,1.13,98008.16,1640.86,77133.01,12.0,19222.29,17663.46,1558.83,0.0,conventional,2016,Albany
59,2/21/2016,1.28,99817.47,869.16,84484.99,24.98,14438.34,12280.58,2158.0,0.0,conventional,2016,Albany
60,2/28/2016,1.26,87822.43,805.41,72159.95,63.13,14793.94,13739.89,1054.05,0.0,conventional,2016,Albany
61,3/6/2016,1.27,90633.66,972.34,74693.31,56.26,14911.75,14476.23,435.52,0.0,conventional,2016,Albany
62,3/13/2016,1.18,108264.9,847.64,96117.13,60.99,11239.14,10817.56,421.58,0.0,conventional,2016,Albany
63,3/20/2016,1.32,110401.88,764.97,97082.4,70.15,12484.36,12286.01,198.35,0.0,conventional,2016,Albany
64,3/27/2016,1.49,92529.27,808.5,78146.18,36.73,13537.86,13037.43,500.43,0.0,conventional,2016,Albany
65,4/3/2016,0.85,81694.23,676.27,70459.66,31.2,10527.1,10058.25,468.85,0.0,conventional,2016,Albany
66,4/10/2016,1.46,70253.3,972.15,56128.98,38.0,13114.17,12671.09,443.08,0.0,conventional,2016,Albany
67,4/17/2016,1.22,86433.63,898.63,70042.6,25.0,15467.4,14642.65,712.0,113.0,conventional,2016,Albany
68,4/24/2016,1.18,102490.2,954.6,87571.23,43.15,13921.22,13463.97,337.81,119.44,conventional,2016,Albany
69,5/1/2016,1.03,173781.78,884.01,163570.47,37.84,9289.46,8918.99,321.86,48.61,conventional,2016,Albany
70,5/8/2016,1.27,120194.49,1041.95,96137.78,84.8,22929.96,22697.54,232.42,0.0,conventional,2016,Albany
71,5/15/2016,1.36,96924.19,901.65,75847.91,82.97,20091.66,19802.87,288.79,0.0,conventional,2016,Albany
72,5/22/2016,1.34,98863.64,929.07,74678.36,59.07,23197.14,22571.49,20.65,605.0,conventional,2016,Albany
73,5/29/2016,1.49,127812.25,2580.77,104876.94,103.64,20250.9,19519.92,180.98,550.0,conventional,2016,Albany
74,6/5/2016,1.47,115857.12,4288.46,92055.75,53.98,19458.93,17385.6,398.33,1675.0,conventional,2016,Albany
75,6/12/2016,1.38,111394.5,7531.24,83771.34,81.25,20010.67,18368.49,282.18,1360.0,conventional,2016,Albany
76,6/19/2016,1.42,112817.51,6766.63,85374.27,30.07,20646.54,18526.59,389.95,1730.0,conventional,2016,Albany
77,6/26/2016,1.5,133086.66,7923.01,106656.84,37.42,18469.39,16479.75,419.64,1570.0,conventional,2016,Albany
78,7/3/2016,1.42,115907.61,8373.77,82122.04,146.83,25264.97,21872.64,492.33,2900.0,conventional,2016,Albany
79,7/10/2016,1.11,131630.13,20970.24,96581.82,46.49,14031.58,10876.0,470.58,2685.0,conventional,2016,Albany
80,7/17/2016,1.31,89228.02,9273.69,64260.69,80.07,15613.57,13439.76,688.81,1485.0,conventional,2016,Albany
81,7/24/2016,1.46,98321.14,11580.64,65195.63,13.73,21531.14,18639.29,241.85,2650.0,conventional,2016,Albany
82,7/31/2016,1.61,125586.57,9293.65,96915.41,25.46,19352.05,18803.23,78.82,470.0,conventional,2016,Albany
83,8/7/2016,1.48,99683.11,14670.87,69054.28,10.9,15947.06,14597.2,178.19,1171.67,conventional,2016,Albany
84,8/14/2016,1.2,110528.09,24000.62,72970.23,26.76,13530.48,12434.82,350.1,745.56,conventional,2016,Albany
85,8/21/2016,1.43,94882.79,14520.36,63416.88,28.03,16917.52,15811.0,286.52,820.0,conventional,2016,Albany
86,8/28/2016,1.18,145323.22,34912.97,94928.79,53.85,15427.61,14367.64,269.97,790.0,conventional,2016,Albany
87,9/4/2016,1.44,95456.26,14741.13,64966.75,88.11,15660.27,15340.19,220.08,100.0,conventional,2016,Albany
88,9/11/2016,1.37,81473.15,6258.88,63511.85,42.26,11660.16,10839.17,815.99,5.0,conventional,2016,Albany
89,9/18/2016,1.39,79513.63,6624.37,63384.56,37.48,9467.22,8958.14,509.08,0.0,conventional,2016,Albany
90,9/25/2016,1.62,96853.15,7658.55,79425.81,43.25,9725.54,9586.8,138.74,0.0,conventional,2016,Albany
91,10/2/2016,1.51,75480.26,4109.22,57515.76,84.08,13771.2,13345.52,425.68,0.0,conventional,2016,Albany
92,10/9/2016,1.13,101087.84,3641.46,87174.41,102.15,10169.82,9744.41,425.41,0.0,conventional,2016,Albany
93,10/16/2016,1.4,69060.9,4027.42,54186.55,53.77,10793.16,10434.39,358.77,0.0,conventional,2016,Albany
94,10/23/2016,1.19,92080.35,4222.93,77537.36,46.0,10274.06,10160.26,113.8,0.0,conventional,2016,Albany
95,10/30/2016,1.46,58375.1,3187.14,45898.52,54.31,9235.13,9153.12,82.01,0.0,conventional,2016,Albany
96,11/6/2016,1.63,57178.2,3212.04,43024.32,36.4,10905.44,10474.09,431.35,0.0,conventional,2016,Albany
97,11/13/2016,1.62,63608.01,3523.63,49837.68,34.0,10212.7,9790.67,422.03,0.0,conventional,2016,Albany
98,11/20/2016,1.56,70089.51,3675.63,56898.54,11.0,9504.34,9238.4,209.0,56.94,conventional,2016,Albany
99,11/27/2016,1.52,58171.89,2793.99,47106.18,18.14,8253.58,7973.98,279.6,0.0,conventional,2016,Albany
100,12/4/2016,1.48,113031.96,6530.78,99746.05,50.84,6704.29,6476.12,228.17,0.0,conventional,2016,Albany
101,12/11/2016,1.49,71777.85,2323.39,56545.79,86.65,12822.02,12176.75,645.27,0.0,conventional,2016,Albany
102,12/18/2016,1.53,68938.53,3345.36,55949.79,138.72,9504.66,8876.65,587.73,40.28,conventional,2016,Albany
103,12/25/2016,1.52,73341.73,3202.39,58280.33,426.92,11432.09,11017.32,411.83,2.94,conventional,2016,Albany
104,1/2/2017,1.47,129948.23,4845.77,117027.41,200.36,7874.69,7866.86,7.83,0.0,conventional,2017,Albany
105,1/8/2017,1.55,91728.18,3355.47,75641.23,56.91,12674.57,12606.67,67.9,0.0,conventional,2017,Albany
106,1/15/2017,1.55,88526.26,3327.65,71956.77,607.03,12634.81,12574.72,60.09,0.0,conventional,2017,Albany
107,1/22/2017,1.59,128679.24,4119.94,111173.08,2191.71,11194.51,11060.19,125.5,8.82,conventional,2017,Albany
108,1/29/2017,1.31,95424.59,3844.62,78315.15,484.56,12780.26,12393.84,382.06,4.36,conventional,2017,Albany
109,2/5/2017,1.49,183549.08,5666.6,165530.03,2119.02,10233.43,10047.32,186.11,0.0,conventional,2017,Albany
110,2/12/2017,1.42,97215.94,3808.43,81070.44,175.6,12161.47,11650.91,510.56,0.0,conventional,2017,Albany
111,2/19/2017,1.67,95475.07,2702.57,81691.54,125.48,10955.48,10784.07,171.41,0.0,conventional,2017,Albany
112,2/26/2017,1.4,88371.09,3190.28,73959.76,71.2,11149.85,10910.4,239.45,0.0,conventional,2017,Albany
113,3/5/2017,1.18,107354.25,3123.26,90784.49,57.86,13388.64,13277.29,111.35,0.0,conventional,2017,Albany
114,3/12/2017,1.54,95713.29,2046.8,67162.63,89.32,26414.54,10990.08,15424.46,0.0,conventional,2017,Albany
115,3/19/2017,1.6,92774.61,2332.96,72033.15,140.57,18267.93,8302.27,9965.66,0.0,conventional,2017,Albany
116,3/26/2017,1.16,122951.65,3184.29,100854.22,70.17,18842.97,7252.7,11590.27,0.0,conventional,2017,Albany
117,4/2/2017,1.62,92621.11,4530.8,68015.37,97.26,19977.68,6332.44,13645.24,0.0,conventional,2017,Albany
118,4/9/2017,1.54,105436.11,3708.13,87775.86,44.28,13907.84,7121.61,6786.23,0.0,conventional,2017,Albany
119,4/16/2017,1.62,90487.05,4362.98,71957.73,161.28,14005.06,7179.98,6825.08,0.0,conventional,2017,Albany
120,4/23/2017,1.34,89327.1,4437.5,61512.84,84.45,23292.31,8236.01,15056.3,0.0,conventional,2017,Albany
121,4/30/2017,1.13,124926.39,2573.11,99451.52,81.89,22819.87,10547.36,12272.51,0.0,conventional,2017,Albany
122,5/7/2017,1.47,127193.26,2473.53,87791.87,121.07,36806.79,9600.81,27205.98,0.0,conventional,2017,Albany
123,5/14/2017,1.77,96750.67,2804.86,80469.48,196.39,13279.94,5727.85,7552.09,0.0,conventional,2017,Albany
124,5/21/2017,1.38,100256.85,2307.02,86817.51,334.01,10798.31,5338.56,5203.08,256.67,conventional,2017,Albany
125,5/28/2017,1.8,121869.11,2345.65,106690.16,105.74,12727.56,6141.75,6029.14,556.67,conventional,2017,Albany
126,6/4/2017,1.7,84842.97,1923.04,72573.09,100.07,10246.77,2834.14,6342.63,1070.0,conventional,2017,Albany
127,6/11/2017,1.65,91949.26,1989.84,76736.87,364.68,12857.87,2704.43,8235.11,1918.33,conventional,2017,Albany
128,6/18/2017,1.58,97079.34,2454.01,82154.43,723.07,11747.83,3875.12,6697.71,1175.0,conventional,2017,Albany
129,6/25/2017,1.53,89303.04,2224.67,74282.58,129.85,12665.94,4686.34,6874.6,1105.0,conventional,2017,Albany
130,7/2/2017,1.56,98282.07,2808.47,79968.24,741.19,14764.17,6549.32,6584.85,1630.0,conventional,2017,Albany
131,7/9/2017,1.52,101331.41,2899.46,81929.02,494.51,16008.42,8213.25,5210.17,2585.0,conventional,2017,Albany
132,7/16/2017,1.39,102461.61,2468.78,86707.66,2546.08,10739.09,4950.13,4788.96,1000.0,conventional,2017,Albany
133,7/23/2017,1.49,84416.61,1905.52,72533.28,940.58,9037.23,3250.3,4896.93,890.0,conventional,2017,Albany
134,7/30/2017,1.61,83599.96,1915.81,73287.66,321.62,8074.87,5552.63,1932.24,590.0,conventional,2017,Albany
135,8/6/2017,1.53,92938.17,2456.91,76509.07,336.06,13636.13,5918.21,6844.59,873.33,conventional,2017,Albany
136,8/13/2017,1.52,133070.41,1947.26,118605.14,186.67,12331.34,8301.97,3132.71,896.66,conventional,2017,Albany
137,8/20/2017,1.61,74620.33,1553.71,59028.13,130.14,13908.35,8599.25,4155.77,1153.33,conventional,2017,Albany
138,8/27/2017,1.61,75471.56,2156.2,59831.83,71.46,13412.07,9395.94,3709.46,306.67,conventional,2017,Albany
139,9/3/2017,1.76,74297.64,4738.38,59299.03,121.57,10138.66,4615.19,3646.8,1876.67,conventional,2017,Albany
140,9/10/2017,1.78,99645.88,3368.35,87155.11,136.96,8985.46,4559.36,3672.77,753.33,conventional,2017,Albany
141,9/17/2017,1.59,392935.2,204374.88,47135.66,92.68,141331.98,90750.39,50425.52,156.07,conventional,2017,Albany
142,9/24/2017,1.5,403780.43,222498.3,45024.88,34.48,136222.77,88241.47,47954.41,26.89,conventional,2017,Albany
143,10/1/2017,1.55,421235.13,222683.91,45065.96,366.89,153118.37,101913.35,51196.55,8.47,conventional,2017,Albany
144,10/8/2017,1.6,411520.44,213442.97,32020.48,51.1,166005.89,100702.03,65197.74,106.12,conventional,2017,Albany
145,10/15/2017,1.65,73574.89,3383.35,63355.37,62.45,6773.72,3882.02,2891.7,0.0,conventional,2017,Albany
146,10/22/2017,1.56,69704.09,3758.8,57340.3,35.48,8569.51,5101.64,3467.87,0.0,conventional,2017,Albany
147,10/29/2017,1.67,69432.23,2959.76,57585.49,57.94,8829.04,5050.91,3778.13,0.0,conventional,2017,Albany
148,11/5/2017,1.62,71076.94,2483.36,55509.31,33.88,13050.39,9877.42,3172.97,0.0,conventional,2017,Albany
149,11/12/2017,1.26,113586.0,4509.0,96748.0,213.0,12115.0,8006.0,4109.0,0.0,conventional,2017,Albany
150,11/19/2017,1.65,97273.0,2695.0,80596.0,43.0,13940.0,7536.0,6404.0,0.0,conventional,2017,Albany
151,11/26/2017,1.5,62977.0,2413.0,49076.0,62.0,11426.0,5059.0,6368.0,0.0,conventional,2017,Albany
152,12/3/2017,1.39,139970.0,3772.0,126551.0,136.0,9511.0,7061.0,2450.0,0.0,conventional,2017,Albany
153,12/10/2017,1.29,92325.53,3220.05,75147.56,104.36,13853.56,7268.21,6585.35,0.0,conventional,2017,Albany
154,12/17/2017,1.43,70677.56,2578.95,50811.52,79.18,17207.91,8914.13,8293.78,0.0,conventional,2017,Albany
155,12/24/2017,1.45,77039.09,2811.71,58592.23,19.06,15616.09,6863.18,8752.91,0.0,conventional,2017,Albany
156,1/1/2018,1.47,113514.42,2622.7,101135.53,20.25,9735.94,5556.98,4178.96,0.0,conventional,2018,Albany
157,1/7/2018,1.13,98540.22,2940.63,76192.61,42.63,19364.35,8633.09,10707.93,23.33,conventional,2018,Albany
158,1/14/2018,1.42,95246.38,2897.41,76570.67,44.0,15734.3,10012.8,5721.5,0.0,conventional,2018,Albany
159,1/21/2018,1.69,135196.35,3133.37,116520.88,88.78,15453.32,10023.79,5429.53,0.0,conventional,2018,Albany
160,1/28/2018,1.57,93625.03,3101.17,74627.23,55.59,15841.04,11614.79,4159.58,66.67,conventional,2018,Albany
161,2/4/2018,1.03,216738.47,7625.65,195725.06,143.53,13244.23,10571.6,2422.63,250.0,conventional,2018,Albany
162,2/11/2018,1.45,121804.36,8183.48,95548.47,61.0,18011.41,13264.91,4295.39,451.11,conventional,2018,Albany
163,2/18/2018,1.43,85630.24,5499.73,61661.76,75.0,18393.75,15677.67,2336.08,380.0,conventional,2018,Albany
164,2/25/2018,1.28,104278.89,10368.77,59723.32,48.0,34138.8,30126.31,3702.49,310.0,conventional,2018,Albany
165,3/4/2018,1.08,139520.6,12002.12,105069.57,95.62,22353.29,16128.51,5941.45,283.33,conventional,2018,Albany
166,3/11/2018,1.12,144648.75,15823.35,110950.68,70.0,17804.72,14480.52,3033.09,291.11,conventional,2018,Albany
167,3/18/2018,1.35,105304.65,13234.86,61037.58,55.0,30977.21,26755.9,3721.31,500.0,conventional,2018,Albany
168,3/25/2018,1.57,149396.5,16361.69,109045.03,65.45,23924.33,19273.8,4270.53,380.0,conventional,2018,Albany
169,4/1/2018,1.28,114852.06,13885.18,74413.76,65.51,26487.61,20243.57,5536.26,707.78,conventional,2018,Albany
170,4/8/2018,1.04,143487.45,16436.56,106835.28,100.88,20114.73,16948.35,2704.16,462.22,conventional,2018,Albany
171,4/15/2018,1.44,175438.93,17883.58,135311.07,103.24,22141.04,12009.78,9643.48,487.78,conventional,2018,Albany
172,4/22/2018,1.3,120857.47,16190.21,84374.85,775.9,19516.51,13138.34,5791.5,586.67,conventional,2018,Albany
173,4/29/2018,0.95,170690.04,20434.59,124306.73,62.75,25885.97,17861.52,7630.01,394.44,conventional,2018,Albany
174,5/6/2018,1.09,195176.41,19613.6,158074.08,194.48,17294.25,14405.25,2258.72,630.28,conventional,2018,Albany
175,5/13/2018,1.26,141423.42,17401.16,97654.08,102.24,26265.94,21239.35,4413.26,613.33,conventional,2018,Albany
176,5/20/2018,1.39,146026.55,16199.1,110553.33,75.68,19198.44,14577.68,4048.54,572.22,conventional,2018,Albany
177,5/27/2018,1.09,153603.62,19820.73,105093.0,116.94,28572.95,23571.94,4589.9,411.11,conventional,2018,Albany
178,6/3/2018,1.22,136071.39,21919.16,92319.65,62.68,21769.9,16888.62,4406.84,474.44,conventional,2018,Albany
179,6/10/2018,0.95,162813.63,19955.3,116165.74,32.0,26660.59,20514.04,5637.66,508.89,conventional,2018,Albany
180,6/17/2018,1.17,180163.16,21944.76,135151.11,32.45,23034.84,19605.87,2954.53,474.44,conventional,2018,Albany
181,6/24/2018,1.23,126011.43,20751.5,87521.81,42.26,17695.86,12484.9,4814.29,396.67,conventional,2018,Albany
182,7/1/2018,1.14,142334.76,21036.76,99463.7,17.0,21817.3,17064.37,4609.6,143.33,conventional,2018,Albany
183,7/8/2018,1.37,130435.33,16058.73,96342.48,15.6,18018.52,13342.79,4277.95,397.78,conventional,2018,Albany
184,7/15/2018,1.39,132091.9,11256.91,100702.84,26.61,20105.54,16315.92,3319.62,470.0,conventional,2018,Albany
185,7/22/2018,1.15,133410.33,9898.8,105918.51,21.0,17572.02,10733.29,6598.73,240.0,conventional,2018,Albany
186,7/29/2018,1.15,147424.6,7883.42,123283.07,21.87,16236.24,12456.48,3406.43,373.33,conventional,2018,Albany
187,8/5/2018,1.47,116282.04,6162.86,81091.03,23.18,29004.97,18182.07,10352.9,470.0,conventional,2018,Albany
188,8/12/2018,1.39,157881.76,5414.86,137753.56,19.0,14694.34,11535.82,2691.85,466.67,conventional,2018,Albany
189,8/19/2018,1.47,101388.9,7400.17,71997.54,208.0,21783.19,17564.44,3748.75,470.0,conventional,2018,Albany
190,8/26/2018,1.15,135429.37,5513.19,116019.78,140.0,13756.4,10702.63,2623.77,430.0,conventional,2018,Albany
191,9/2/2018,1.59,98184.61,4937.71,78225.92,163.38,14857.6,10776.11,3644.83,436.66,conventional,2018,Albany
192,9/9/2018,1.65,135998.11,3518.35,113378.14,119.0,18982.62,14459.49,4005.35,517.78,conventional,2018,Albany
193,9/16/2018,1.46,87765.56,3369.02,66514.29,138.0,17744.25,10814.02,6456.9,473.33,conventional,2018,Albany
194,9/23/2018,1.48,88258.21,3553.65,69809.34,202.64,14692.58,10645.82,3518.98,527.78,conventional,2018,Albany
195,9/30/2018,1.64,125449.0,2809.89,104408.78,126.22,18104.11,13267.45,4587.78,248.88,conventional,2018,Albany
196,10/7/2018,1.44,80447.53,2664.58,61699.03,123.76,15960.16,11345.87,4614.29,0.0,conventional,2018,Albany
197,10/14/2018,1.42,85766.46,3163.72,62983.24,96.0,19523.5,12836.36,6687.14,0.0,conventional,2018,Albany
198,10/21/2018,1.25,109837.15,3781.11,94837.13,113.0,11105.91,8388.77,2717.14,0.0,conventional,2018,Albany
199,10/28/2018,1.27,93873.06,3599.51,71584.22,98.0,18591.33,11998.55,6592.78,0.0,conventional,2018,Albany
200,11/4/2018,1.31,85933.39,4021.46,69760.39,112.0,12039.54,8857.57,3181.97,0.0,conventional,2018,Albany
201,11/11/2018,1.29,102802.1,4133.9,82075.47,132.0,16460.73,13582.3,2878.43,0.0,conventional,2018,Albany
202,11/18/2018,1.33,92515.35,4024.91,74530.06,81.0,13879.38,7593.01,6286.37,0.0,conventional,2018,Albany
203,11/25/2018,1.53,71783.68,2911.87,58920.58,105.0,9846.23,5864.48,3981.75,0.0,conventional,2018,Albany
204,12/2/2018,1.53,73721.78,3182.38,60889.15,85.52,9564.73,5796.39,3768.34,0.0,conventional,2018,Albany
205,1/7/2019,1.07,129222.29,3789.3,112635.18,158.0,12639.81,8877.95,3761.86,0.0,conventional,2019,Albany
206,1/13/2019,1.09,133875.68,3134.59,119057.57,193.24,11490.28,8247.7,3222.58,20.0,conventional,2019,Albany
207,1/20/2019,1.17,168796.32,4646.85,145017.45,190.22,18941.8,12096.6,6845.2,0.0,conventional,2019,Albany
208,1/27/2019,1.25,89103.75,3594.66,72427.35,220.21,12861.53,9891.6,2966.6,3.33,conventional,2019,Albany
209,2/3/2019,0.98,213344.02,4467.13,195884.03,132.44,12860.42,10403.62,2456.8,0.0,conventional,2019,Albany
210,2/10/2019,1.02,124204.74,5071.69,105911.87,168.0,13053.18,9722.42,3330.76,0.0,conventional,2019,Albany
211,2/17/2019,1.24,106200.32,4972.37,88494.87,232.0,12501.08,9376.44,3124.64,0.0,conventional,2019,Albany
212,2/24/2019,1.08,130748.31,4014.41,115060.05,212.07,11461.78,7725.65,3732.8,3.33,conventional,2019,Albany
213,3/3/2019,1.3,109572.01,4208.57,91894.92,245.0,13223.52,7581.66,5615.19,26.67,conventional,2019,Albany
214,3/10/2019,0.96,181735.5,3950.79,166195.02,259.21,11330.48,7440.13,3189.24,701.11,conventional,2019,Albany
215,3/17/2019,1.32,108441.54,4115.56,87238.11,243.42,16844.45,9637.89,6306.56,900.0,conventional,2019,Albany
216,3/24/2019,1.4,157694.28,4257.15,139531.42,204.0,13701.71,9962.35,3709.36,30.0,conventional,2019,Albany
217,3/31/2019,1.25,114676.3,3913.21,90802.73,233.3,19727.06,11886.62,7837.11,3.33,conventional,2019,Albany
218,4/7/2019,1.21,170158.95,5193.29,149841.39,302.65,14821.62,9030.87,5787.42,3.33,conventional,2019,Albany
219,4/14/2019,1.39,101624.43,4283.86,83452.75,255.43,13632.39,8295.76,5329.96,6.67,conventional,2019,Albany
220,4/21/2019,1.4,109870.74,3728.75,91354.29,328.31,14459.39,8497.43,5961.96,0.0,conventional,2019,Albany
221,4/28/2019,1.47,92531.61,3985.81,75404.18,272.95,12868.67,7533.62,5325.05,10.0,conventional,2019,Albany
222,5/5/2019,1.15,176984.38,5508.48,157496.43,413.21,13566.26,8906.0,4313.59,346.67,conventional,2019,Albany
223,5/12/2019,1.42,124333.79,4632.56,104854.87,248.47,14597.89,9402.56,5183.11,12.22,conventional,2019,Albany
224,5/19/2019,1.11,139856.74,3590.56,120902.91,275.0,15088.27,9649.82,5426.22,12.23,conventional,2019,Albany
225,5/26/2019,1.46,124880.62,4780.46,105377.36,261.38,14461.42,8902.29,4729.13,830.0,conventional,2019,Albany
